REFERENCIA;STOCK;PRECIO;IVA;PROSPECTO;EAN13;DESCRIPCION;PC;FAMILIA;CATEGORIA;SUBCATEGORIA;LABORATORIO;PVP2;UBICACION
699057;0;12.50;1;https://www.aemps.gob.es/cima/pdfs/es/p/77832/P_77832.pdf;8470006990575;BISOLGRIP FORTE 10 SOBRES GRANULADO PARA SOLUCION ORAL;8.67;Especialidades;;;OPELLA HEALTHCARE SPAIN, S.L.;0.00;     
699453;1;5.20;1;https://www.aemps.gob.es/cima/pdfs/es/p/72343/P_72343.pdf;8470006994535;GELOCATIL 325 MG 12 SOBRES GRANULADO ORAL;3.60;Especialidades;;;FERRER INTERNACIONAL, S.A.;0.00;     
699812;2;10.94;1;https://www.aemps.gob.es/cima/pdfs/es/p/61910/P_61910.pdf;8470006998120;TELFAST 120 MG 7 COMPRIMIDOS RECUBIERTOS;7.21;Especialidades;;;OPELLA HEALTHCARE SPAIN, S.L.;0.00;     
700138;13;13.45;1;https://www.aemps.gob.es/cima/pdfs/es/p/65542/P_65542.pdf;8470007001386;REACTINE CETIRIZINA PSEUDOEFEDRINA 5 MG 120 MG 14 COMPRIMIDO;8.86;Especialidades;;;JOHNSON & JOHNSON;0.00;COM-P
700755;0;14.96;1;https://www.aemps.gob.es/cima/pdfs/es/p/78258/P_78258.pdf;8470007007555;ULTRA-LEVURA 250 MG 20 SOBRES POLVO PARA SUSPENSION ORAL;10.37;Especialidades;;;ZAMBON;0.00;     
701702;23;5.29;1;https://www.aemps.gob.es/cima/pdfs/es/p/78529/P_78529.pdf;8470007017028;IBUDOL EFG 400 MG 20 COMPRIMIDOS RECUBIERTOS;1.70;Especialidades;;;KERN PHARMA;0.00;     
701961;2;10.54;1;https://www.aemps.gob.es/cima/pdfs/es/p/36658/P_36658.pdf;8470007019619;AERO RED 40 MG 100 COMPRIMIDOS MASTICABLES;6.94;Especialidades;;;URIACH CONSUMER HEALTHCARE S.L;0.00;COM- 
702151;0;13.50;1;https://www.aemps.gob.es/cima/pdfs/es/p/78697/P_78697.pdf;8470007021513;COULDINA CON PARACETAMOL 650 MG 4 MG 10 MG 20 COMPRIMIDOS EF;9.36;Especialidades;;;ALTER;0.00;     
702693;9;4.09;1;https://www.aemps.gob.es/cima/pdfs/es/p/78837/P_78837.pdf;8470007026938;DOLOSTOP PEDIATRICO 100 MG/ML SOLUCION ORAL 1 FRASCO 60 ML;1.31;Especialidades;;;KERN PHARMA;0.00;     
703487;3;13.50;1;https://www.aemps.gob.es/cima/pdfs/es/p/79018/P_79018.pdf;8470007034872;GAVISCON FORTE 12 SOBRES SUSPENSION ORAL 10 ML;6.49;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
703489;3;21.39;1;https://www.aemps.gob.es/cima/pdfs/es/p/79018/P_79018.pdf;8470007034896;GAVISCON FORTE 24 SOBRES SUSPENSION ORAL 10 ML;10.27;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
703494;2;21.39;1;https://www.aemps.gob.es/cima/pdfs/es/p/79019/P_79019.pdf;8470007034940;GAVISCON FORTE 48 COMPRIMIDOS MASTICABLES;10.28;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
703676;1;14.89;1;https://www.aemps.gob.es/cima/pdfs/es/p/79062/P_79062.pdf;8470007036760;HIDROXIL B1-B6-B12 30 COMPRIMIDOS RECUBIERTOS;9.54;Especialidades;;;ALMIRALL S.A.;0.00;     
704906;2;14.59;1;https://www.aemps.gob.es/cima/pdfs/es/p/79428/P_79428.pdf;8470007049067;STREFEN SPRAY 8,75 MG/DOSIS SOL PULV BUCAL MENTA;6.55;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
705657;14;13.45;1;https://www.aemps.gob.es/cima/pdfs/es/p/63894/P_63894.pdf;8470007056577;FRENADOL JUNIOR 10 SOBRES GRANULADO PARA SOLUCION ORAL;6.47;Especialidades;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;SOB-R
706809;0;14.99;1;https://www.aemps.gob.es/cima/pdfs/es/p/79947/P_79947.pdf;8470007068099;FLONASE 50 MICROGRAMOS PULVERIZACION SUSPENSION PARA PULVERI;9.41;Especialidades;;;GLAXOSMITHKLINE CONSUMER HEALTHCARE;0.00;     
708712;0;31.95;3;;8429420218758;ISDINCEUTICALS ESSENTIAL CLEANSING 200 ML;17.18;Dermofarmacia;;;;0.00;
708850;2;12.94;1;https://www.aemps.gob.es/cima/pdfs/es/p/60498/P_60498.pdf;8470007088509;RINO-EBASTEL 10 MG 120 MG 7 CAPSULAS LIBERACION MODIFICADA;8.29;Especialidades;;;ALMIRALL S.A.;0.00;     
710176;1;12.68;1;https://www.aemps.gob.es/cima/pdfs/es/p/78272/P_78272.pdf;8470007101765;ULTRA-LEVURA 250 MG 10 CAPSULAS (BLISTER);8.35;Especialidades;;;ZAMBON;0.00;     
711183;3;10.76;1;https://www.aemps.gob.es/cima/pdfs/es/p/55396/P_55396.pdf;8470007111832;ALMAX 500 MG 24 COMPRIMIDOS MASTICABLES;6.89;Especialidades;;;ALMIRALL S.A.;0.00;     
711185;3;11.94;1;https://www.aemps.gob.es/cima/pdfs/es/p/58329/P_58329.pdf;8470007111856;ALMAX FORTE 1,5 G 12 SOBRES SUSPENSION ORAL;7.65;Especialidades;;;ALMIRALL S.A.;0.00;     
711186;3;14.19;1;https://www.aemps.gob.es/cima/pdfs/es/p/55396/P_55396.pdf;8470007111863;ALMAX 500 MG 48 COMPRIMIDOS MASTICABLES;9.09;Especialidades;;;ALMIRALL S.A.;0.00;     
711187;3;16.78;1;https://www.aemps.gob.es/cima/pdfs/es/p/58329/P_58329.pdf;8470007111870;ALMAX FORTE 1,5 G 24 SOBRES SUSPENSION ORAL;10.75;Especialidades;;;ALMIRALL S.A.;0.00;     
712729;1;7.65;1;https://www.aemps.gob.es/cima/pdfs/es/p/51347/P_51347.pdf;8470007127291;ASPIRINA C 400 MG 240 MG 10 COMPRIMIDOS EFERVESCENTES;5.03;Especialidades;;;BAYER HISPANIA S.L.;0.00;CAJ-1
712786;2;6.70;1;https://www.aemps.gob.es/cima/pdfs/es/p/2011/P_2011.pdf;8470007127864;ASPIRINA 500 MG 20 COMPRIMIDOS;4.41;Especialidades;;;BAYER HISPANIA S.L.;0.00;MOS-2
715017;37;3.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/77667/P_77667.pdf;8470007150176;DOLOSTOP 1 G 10 COMPRIMIDOS;1.27;Especialidades;;;KERN PHARMA;0.00;     
715140;1;13.85;1;https://www.aemps.gob.es/cima/pdfs/es/p/81807/P_81807.pdf;8470007151401;COULDINA CON IBUPROFENO 400 MG 2 MG 7,5 MG 20 COMPRIMIDOS EF;9.60;Especialidades;;;ALTER;0.00;     
715227;0;17.67;1;https://www.aemps.gob.es/cima/pdfs/es/p/40869/P_40869.pdf;8470007152279;BECOZYME C FORTE 30 COMPRIMIDOS RECUBIERTOS;12.25;Especialidades;;;BAYER HISPANIA S.L.;0.00;COM- 
715240;0;4.81;1;https://www.aemps.gob.es/cima/pdfs/es/p/66204/P_66204.pdf;8470007152408;GELOCATIL 1 G 10 COMPRIMIDOS;3.00;Especialidades;;;FERRER INTERNACIONAL, S.A.;0.00;     
715242;1;7.31;1;https://www.aemps.gob.es/cima/pdfs/es/p/65338/P_65338.pdf;8470007152422;GELOCATIL 1 G 10 SOBRES SOLUCION ORAL;4.55;Especialidades;;;FERRER INTERNACIONAL, S.A.;0.00;     
715600;12;6.99;1;https://www.aemps.gob.es/cima/pdfs/es/p/81947/P_81947.pdf;8470007156000;DOLOSTOP 650 MG 10 SOBRES SOLUCION ORAL 10 ML;3.05;Especialidades;;;KERN PHARMA;0.00;     
715602;12;7.20;1;https://www.aemps.gob.es/cima/pdfs/es/p/81948/P_81948.pdf;8470007156024;DOLOSTOP 1 G 10 SOBRES SOLUCION ORAL 10 ML;0.00;Especialidades;;;KERN PHARMA;0.00;     
715790;1;6.59;1;https://www.aemps.gob.es/cima/pdfs/es/p/81972/P_81972.pdf;8470007157908;GELOCATIL PLUS 500 MG 65 MG 20 COMPRIMIDOS RECUBIERTOS;4.57;Especialidades;;;FERRER INTERNACIONAL, S.A.;0.00;     
718395;2;8.04;1;https://www.aemps.gob.es/cima/pdfs/es/p/47497/P_47497.pdf;8470007183952;BIODRAMINA CAFEINA 12 COMPRIMIDOS RECUBIERTOS;5.29;Especialidades;;;URIACH CONSUMER HEALTHCARE S.L;0.00;COM-P
718411;0;6.32;1;https://www.aemps.gob.es/cima/pdfs/es/p/47497/P_47497.pdf;8470007184119;BIODRAMINA CAFEINA 4 COMPRIMIDOS RECUBIERTOS;4.20;Especialidades;;;URIACH CONSUMER HEALTHCARE S.L;0.00;COM-P
718445;0;7.73;1;https://www.aemps.gob.es/cima/pdfs/es/p/16409/P_16409.pdf;8470007184454;BIODRAMINA 50 MG 12 COMPRIMIDOS;5.36;Especialidades;;;URIACH CONSUMER HEALTHCARE S.L;0.00;COM-P
718460;3;6.17;1;https://www.aemps.gob.es/cima/pdfs/es/p/16409/P_16409.pdf;8470007184607;BIODRAMINA 50 MG 4 COMPRIMIDOS;4.06;Especialidades;;;URIACH CONSUMER HEALTHCARE S.L;0.00;COM-P
718695;0;10.80;1;https://www.aemps.gob.es/cima/pdfs/es/p/82341/P_82341.pdf;8470007186953;NORMOGRIP 14 CAPSULAS;3.01;Especialidades;;;NORMON;0.00;     
720284;1;12.72;1;https://www.aemps.gob.es/cima/pdfs/es/p/4182/P_4182.pdf;8470007832669;MAGNOGENE 45 COMPRIMIDOS RECUBIERTOS;8.82;Especialidades;;;URIACH CONSUMER HEALTHCARE S.L;0.00;COM- 
720601;23;14.99;1;https://www.aemps.gob.es/cima/pdfs/es/p/22051/P_22051.pdf;8470007206019;VAPORUB POMADA 1 FRASCO 100 G;8.45;Especialidades;;;LABORATORIOS VICKS, S.L.;0.00;     
720867;1;7.20;1;https://www.aemps.gob.es/cima/pdfs/es/p/82905/P_82905.pdf;8470007208679;DOLOSTOP PLUS 500 MG 150 MG 16 COMPRIMIDOS RECUBIERTOS;2.31;Especialidades;;;KERN PHARMA;0.00;     
721432;2;10.60;1;https://www.aemps.gob.es/cima/pdfs/es/p/79613/P_79613.pdf;8470007214328;GAVISCON 24 COMPRIMIDOS MASTICABLES (SABOR FRESA);5.09;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
721434;3;13.50;1;https://www.aemps.gob.es/cima/pdfs/es/p/79019/P_79019.pdf;8470007214342;GAVISCON FORTE 24 COMPRIMIDOS MASTICABLES;6.49;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
721439;0;4.50;1;https://www.aemps.gob.es/cima/pdfs/es/p/83044/P_83044.pdf;8470007214397;EFFERALDOL FLAS 500 MG 16 COMPRIMIDOS BUCODISPERSABLES;2.71;Especialidades;;;BRISTOL MYERS SQUIBB;0.00;     
723358;2;6.31;1;https://www.aemps.gob.es/cima/pdfs/es/p/83348/P_83348.pdf;8470007233589;ACTROMADOL 660 MG 8 COMPRIMIDOS LIBERACION MODIFICADA;3.84;Especialidades;;;BAYER HISPANIA S.L.;0.00;     
723455;1;11.20;1;https://www.aemps.gob.es/cima/pdfs/es/p/12055/P_12055.pdf;8470007234555;LIZIPAINA CLORHEXIDINA BENZOCAINA 5 MG 2,5 MG 20 COMPRIMIDOS;7.76;Especialidades;;;OPELLA HEALTHCARE SPAIN, S.L.;0.00;     
723926;62;11.45;1;https://www.aemps.gob.es/cima/pdfs/es/p/56523/P_56523.pdf;8470007239260;FORTASEC 2 MG 20 CAPSULAS;5.72;Especialidades;;;JOHNSON & JOHNSON;0.00;     
725039;31;8.91;1;https://www.aemps.gob.es/cima/pdfs/es/p/83900/P_83900.pdf;8470007250395;DICLOKERN FORTE 23,2 MG G GEL CUTANEO 1 TUBO 50 G;2.86;Especialidades;;;KERN PHARMA;0.00;     
725040;13;15.92;1;https://www.aemps.gob.es/cima/pdfs/es/p/83900/P_83900.pdf;8470007250401;DICLOKERN FORTE 23,2 MG G GEL CUTANEO 1 TUBO 100 G;5.10;Especialidades;;;KERN PHARMA;0.00;     
725208;1;12.94;1;https://www.aemps.gob.es/cima/pdfs/es/p/83975/P_83975.pdf;8470007252085;GELOCATIL GRIPE FORTE CON FENILEFRINA 10 SOBRES GRANULADO PA;8.97;Especialidades;;;FERRER INTERNACIONAL, S.A.;0.00;     
726080;1;20.00;1;https://www.aemps.gob.es/cima/pdfs/es/p/84238/P_84238.pdf;8470007260806;LASEA 80 MG 28 CAPSULAS BLANDAS;12.17;Especialidades;;;SCHWABE FARMA IBERICA S.A.U.;0.00;     
726431;1;15.00;1;https://www.aemps.gob.es/cima/pdfs/es/p/64252/P_64252.pdf;8470007264316;THROMBOCID FORTE 5 MG G POMADA 1 TUBO 100 G;9.88;Especialidades;;;LACER S.A.;0.00;     
727293;1;14.59;1;https://www.aemps.gob.es/cima/pdfs/es/p/84617/P_84617.pdf;8470007272939;STREFEN SPRAY 8,75 MG DOSIS SOL PULV BUCAL MIEL Y LIMON;6.55;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;     
729763;2;9.85;1;https://www.aemps.gob.es/cima/pdfs/es/p/85563/P_85563.pdf;8470007297635;LAVIRK 50 MG G GEL CUTANEO 1 TUBO 5 G + BOMBA DOSIFICADORA;4.42;Especialidades;;;KERN PHARMA;0.00;     
730350;25;6.68;1;https://www.aemps.gob.es/cima/pdfs/es/p/79419/P_79419.pdf;8470007303503;ENDOLEX 25 MG 10 SOBRES SOLUCION ORAL 10 ML;2.57;Especialidades;;;KERN PHARMA;0.00;     
730660;0;8.80;1;https://www.aemps.gob.es/cima/pdfs/es/p/85872/P_85872.pdf;8470007306603;VISPRING 0,5 MG ML COLIRIO EN SOLUCION 1 FRASCO 15 ML;6.10;Especialidades;;;JOHNSON & JOHNSON;0.00;     
730940;3;4.00;1;https://www.aemps.gob.es/cima/pdfs/es/p/60932/P_60932.pdf;8470007309406;ENANDOL 25 MG 10 COMPRIMIDOS RECUBIERTOS;2.63;Especialidades;;;MENARINI CONSUMER HEALTHCARE, S.A.U.;0.00;     
730941;0;6.68;1;https://www.aemps.gob.es/cima/pdfs/es/p/70883/P_70883.pdf;8470007309413;ENANDOL 25 MG 10 SOBRES SOLUCION ORAL 10 ML;4.63;Especialidades;;;MENARINI CONSUMER HEALTHCARE, S.A.U.;0.00;     
731397;1;5.39;1;https://www.aemps.gob.es/cima/pdfs/es/p/52010/P_52010.pdf;8470007313977;GELOCATIL 650 MG 20 COMPRIMIDOS;3.73;Especialidades;;;FERRER INTERNACIONAL, S.A.;0.00;     
731576;41;5.31;1;https://www.aemps.gob.es/cima/pdfs/es/p/86182/P_86182.pdf;8470007315766;ENDOLEX 25 MG 12 COMPRIMIDOS;1.70;Especialidades;;;KERN PHARMA;0.00;     
731855;1;9.99;1;https://www.aemps.gob.es/cima/pdfs/es/p/86279/P_86279.pdf;8470007318552;DICLOKERN SPRAY 39,2 MG ML SOLUCION PARA PULVERIZACION CUTAN;3.20;Especialidades;;;KERN PHARMA;0.00;     
731910;1;9.99;1;https://www.aemps.gob.es/cima/pdfs/es/p/85434/P_85434.pdf;8470007319108;FARINSTOP SPRAY SOLUCION PARA PULVERIZACION BUCAL 1 FRASCO 2;4.48;Especialidades;;;KERN PHARMA;0.00;     
732438;0;11.74;1;https://www.aemps.gob.es/cima/pdfs/es/p/86442/P_86442.pdf;8470007324386;BLASTOESTIMULINA 10 MG G POMADA 1 TUBO 30 G;6.70;Especialidades;;;ALMIRALL S.A.;0.00;     
733155;79;2.40;3;;7612412424980;BEYOU CURAPROX PASTA 10ML;1.32;Parafarmacia;;;;0.00;
733477;10;9.42;1;https://www.aemps.gob.es/cima/pdfs/es/p/46527/P_46527.pdf;8470007334774;CENTILUX 0,25 MG ML COLIRIO EN SOLUCION 1 FRASCO 10 ML;3.92;Especialidades;;;REVA HEALTH EUROPE S.L.;0.00;GOT-A
734005;1;59.00;3;;8434048057610;HUMIDIFICADOR PRIM;32.77;Productos Varios;;;;0.00;
734052;3;13.26;1;;;STREFEN 8,75 MG 16 PASTILLAS PARA CHUPAR MIEL Y EUCALIPTO;5.94;Especialidades;;;;0.00;
737766;1;14.00;3;;8435392518925;CUBRESCAYOLAS PIERNA LARGA;7.56;Productos Varios;;;;0.00;
737809;0;25.95;3;;8470008036929;MULETILLA EXTENSIBLE BURDEOS;11.85;Parafarmacia;;;;0.00;SOB- 
737811;0;25.95;3;;;MULETILLA ESTAMPADO AZUL BLANCO;11.97;Parafarmacia;;;;0.00;
737812;0;25.95;3;;;MULETILLA ESTAMP TURQUESA;11.97;Productos Varios;;;;0.00;
737813;0;25.95;3;;;MULETILLA P/DERBY NEGRO;11.85;Productos Varios;;;;0.00;
737824;0;25.95;3;;;MULETILLA AZUL FLORES;11.97;Productos Varios;;;;0.00;
748483;2;10.90;1;https://www.aemps.gob.es/cima/pdfs/es/p/28410/P_28410.pdf;8470007484837;DULCOLAXO BISACODILO 5 MG 30 COMPRIMIDOS GASTRORRESISTENTES;7.17;Especialidades;;;OPELLA HEALTHCARE SPAIN, S.L.;0.00;COM- 
758805;0;7.21;1;https://www.aemps.gob.es/cima/pdfs/es/p/66063/P_66063.pdf;8470007588054;CALCIO D ISDIN 1500 MG (600 MG CA) 400 UI 60 COMPRIMIDOS MAS;5.00;Especialidades;;;ISDIN;0.00;COM-P
759447;0;13.45;1;;8470007594475;SEDATIF PC 90 COMP;8.36;HOMEOPATÍA;;;;0.00;     
759498;2;11.33;1;https://www.aemps.gob.es/cima/pdfs/es/p/59479/P_59479.pdf;8470007594987;REFLEX GEL CUTANEO 1 TUBO 50 G;6.17;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;POM- 
759621;1;8.50;1;https://www.aemps.gob.es/cima/pdfs/es/p/56342/P_56342.pdf;8470009607326;PLANTABEN 3,5 G 30 SOBRES POLVO EFERVESCENTE;5.44;Especialidades;;;VIATRIS PHARMACEUTICALS S.L.;0.00;SOB- 
760017;198;14.45;1;https://www.aemps.gob.es/cima/pdfs/es/p/49269/P_49269.pdf;8470007600176;FRENADOL COMPLEX 10 SOBRES GRANULADO PARA SOLUCION ORAL;6.97;Especialidades;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;SOB- 
760538;0;4.42;1;https://www.aemps.gob.es/cima/pdfs/es/p/52875/P_52875.pdf;8470007605386;FUNGISDIN 8,7 MG ML SOLUCION PARA PULVERIZACION CUTANEA 1 EN;3.25;Especialidades;;;ISDIN;0.00;SOL-U
762039;0;10.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/38249/P_38249.pdf;8470007620396;INISTON TOS Y CONGESTION JARABE 1 FRASCO 200 ML;2.41;Especialidades;;;JOHNSON & JOHNSON;0.00;SOL- 
763466;1;6.70;1;;;ROVI ADULTOS;4.41;Productos Varios;;;;0.00;
764118;1;9.35;1;https://www.aemps.gob.es/cima/pdfs/es/p/65277/P_65277.pdf;8470007641186;LIPOLASIC 2 MG G GEL OFTALMICO 1 TUBO 10 G;6.16;Especialidades;;;BAUSCH & LOMB;0.00;CRE-M
764795;0;9.30;1;;;TUSSAL  35,4 MG/ML 20 SOB;2.98;Especialidades;;;;0.00;
764876;0;22.99;1;;8470007648765;NICORETTE SUPERMINT 2MG 40COMP;15.94;Productos Varios;;;;0.00;
764877;0;38.95;1;;8470007648772;NICORETTE SUPERMINT 2MG 80COMP;27.00;Productos Varios;;;;0.00;
764879;0;22.99;1;;8470007648796;NICORETTE SUPERMINT 4MG 40COMP;11.05;Productos Varios;;;;0.00;
771337;24;12.97;1;https://www.aemps.gob.es/cima/pdfs/es/p/33844/P_33844.pdf;8470007713371;ILVICO 20 COMPRIMIDOS RECUBIERTOS;3.74;Especialidades;;;LABORATORIOS VICKS, S.L.;0.00;COM-P
772178;1;5.99;1;https://www.aemps.gob.es/cima/pdfs/es/p/22399/P_22399.pdf;8470007721789;INHALVICKS 396,7 MG/ML + 396,7 MG/ML BARRA NASAL 1 APLICADOR;3.65;Especialidades;;;LABORATORIOS VICKS, S.L.;0.00;GOT-A
779165;6;10.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/58910/P_58910.pdf;8470007791652;INISTON TOS 1,5 MG/ML JARABE 1 FRASCO 200 ML;2.45;Especialidades;;;JNTL CONSUMER HEALTH SPAIN S.L.;0.00;JBE- 
781567;0;18.41;1;https://www.aemps.gob.es/cima/pdfs/es/p/32591/P_32591.pdf;8470009594459;LINITUL 20 APOSITOS IMPREGNADOS 9 X 15 CM;10.61;Especialidades;;;ALFASIGMA ESPAÑA S.L.;0.00;CAJ-8
787552;0;13.95;2;;3401577875522;AZEOL AB 30 CAPS;0.00;Productos Varios;;;;0.00;
799734;1;8.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/46544/P_46544.pdf;8470007997344;OTOGEN CALMANTE GOTAS OTICAS EN SOLUCION 1 FRASCO 7,5 ML;6.20;Especialidades;;;ERN;0.00;GOT- 
799890;1;5.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/37037/P_37037.pdf;8470007998907;RHINOVIN INFANTIL 0,5 MG ML GOTAS NASALES EN SOLUCION 1 FRAS;3.73;Especialidades;;;GLAXOSMITHKLINE CONSUMER HEALTHCARE;0.00;EXP-1
800433;7;9.95;1;https://www.aemps.gob.es/cima/pdfs/es/p/65349/P_65349.pdf;8470008004331;FORTASEC FLAS 2 MG 12 LIOFILIZADOS ORALES;4.97;Especialidades;;;JOHNSON & JOHNSON;0.00;COM-P
802223;29;12.44;1;https://www.aemps.gob.es/cima/pdfs/es/p/63896/P_63896.pdf;8470006606216;STREPSILS CON LIDOCAINA 24 PASTILLAS PARA CHUPAR;5.58;Especialidades;;;RECKITT BENCKISER HEALTHCARE, S.A.;0.00;EB0-4
816728;2;6.48;1;https://www.aemps.gob.es/cima/pdfs/es/p/51889/P_51889.pdf;8470008167289;RESPIBIEN 0,5 MG ML SOLUCION PARA PULVERIZACION NASAL 1 FRAS;4.15;Especialidades;;;CINFA S.A.;0.00;GOT-A
817601;2;6.90;1;https://www.aemps.gob.es/cima/pdfs/es/p/39574/P_39574.pdf;8470008176014;RHINOSPRAY 1,18 MG ML SOLUCION PARA PULVERIZACION NASAL 1 FR;4.54;Especialidades;;;OPELLA HEALTHCARE SPAIN, S.L.;0.00;GOT-A
825888;0;5.95;3;;;TAPONES OIDO DE SILICONA PURA PRIM;2.96;Productos Varios;;;;0.00;
834043;0;11.50;2;;8050538340439;MELATONINA SUEÑO ITALICA P.;5.84;Dietética;;;ITALICA PHARMA;0.00;
834117;0;12.95;3;;;CICACREMA REPARADORA ITALICA P.;5.80;Dermofarmacia;;;ITALICA PHARMA;0.00;
834118;0;20.95;3;;8050538341184;BOOSTER VITAMINA C ITALICA P.;10.17;Dermofarmacia;;;ITALICA PHARMA;0.00;
834119;0;5.84;2;https://www.aemps.gob.es/cima/pdfs/es/p/65948/P_65948.pdf;;VITAMINAS Y MINERALES ENERGIA ITALICA P.;6.78;Dietética;;;ITALICA PHARMA;0.00;COM-P
834122;2;17.95;2;;8050538341221;REGOLA COLEST ITALICA P.;9.40;Dietética;;;;0.00;
834123;0;10.95;2;;8050538341238;PSILIO REGULARIDAD ITALICA P.;5.73;Dietética;;;ITALICA PHARMA;0.00;
834125;5;10.95;3;;8050538341252;PROPOLI SPRAY ITALICA P.;5.74;Dietética;;;ITALICA PHARMA;0.00;
834127;0;13.95;2;;8050538341276;NOCOLI ITALICA P.;7.02;Dietética;;;ITALICA PHARMA;0.00;
834129;0;20.95;2;;8050538341290;NEO CARTIL 60 COMP ITALICA P.;10.96;Dietética;;;;0.00;
834131;0;14.95;2;;8050538341313;MASFLORA JUNIOR;6.78;Dietética;;;;0.00;
834132;0;13.95;2;;8050538341320;MASFLORA 30CAP ITALICA P.;7.44;Dietética;;;ITALICA PHARMA;0.00;
834134;1;13.50;2;;8050538341344;MAGNESIO POTASIO ENERGIA ITALICA P.;6.54;Dietética;;;ITALICA PHARMA;0.00;
834136;7;11.95;3;;;LIBERATUSS JUNIOR;5.70;Plantas Medicinales;;;ITALICA PHARMA;0.00;
834137;4;11.95;2;;8050538341375;LIBERATUSS JARABE ITALICA P.;5.78;Dietética;;;ITALICA PHARMA;0.00;
834140;3;15.95;2;;8050538341405;EMOFLAVON 500 ITALICA P.;8.52;Dietética;;;ITALICA PHARMA;0.00;
834141;0;8.95;2;;;FLUIX 600 SACHETS ITALICA P.;4.60;Dietética;;;ITALICA PHARMA;0.00;
834142;0;14.95;2;;8050538341429;MAS FLORA GOTAS BABY ITALICA P.;7.24;Dietética;;;ITALICA PHARMA;0.00;
834143;12;17.95;2;https://www.aemps.gob.es/cima/pdfs/es/p/99124001/P_99124001.pdf;8050538341436;FERRUM FORTE 30 CAPS ITALICA P.;8.90;Dietética;;;ITALICA PHARMA;0.00;     
834146;1;39.95;2;;8050538341467;COLLAGEN BOOST VIALES ITALICA P.;20.92;Dietética;;;ITALICA PHARMA;0.00;
834148;0;18.95;3;;8050538341481;MICROCIRCULA 45 COMP ITALICA P.;9.92;Dietética;;;;0.00;
834149;0;18.95;2;;8050538341498;CABELLO Y UÑAS ITALICA P.;10.41;Dietética;;;ITALICA PHARMA;0.00;
834151;0;20.95;2;;8050538341511;BODY ANANAS ITALICA P.;11.72;Dietética;;;ITALICA PHARMA;0.00;
834153;0;11.95;2;;8050538341535;B EXTRA ITALICA P.;6.67;Dietética;;;ITALICA PHARMA;0.00;
834155;0;14.95;3;;8050538341559;TONICO DELICADO HIDRATANTE ITALICA P;7.83;Dermofarmacia;;;ITALICA PHARMA;0.00;
834158;2;17.95;3;;8050538341580;LOCION EXFOLIANTE SALICI, ITALICA P.;8.71;Dermofarmacia;;;ITALICA PHARMA;0.00;
834160;2;12.95;3;;8050538341603;LECHE DESMAQUILLANTE ITALICA P.;6.16;Dermofarmacia;;;ITALICA PHARMA;0.00;
834162;0;27.95;3;;8050538341627;GEL FILLER ITALICA P.;13.78;Dermofarmacia;;;ITALICA PHARMA;0.00;
834163;4;16.50;3;;8050538341634;GEL LIMPIADOR PURIFICANTE ZN ITALICA P.;6.64;Dermofarmacia;;;ITALICA PHARMA;0.00;
834164;0;11.95;3;;8050538341641;GEL INTIMO FISIOLÓGICO PH 5.5 ITALICA P.;5.68;Dermofarmacia;;;;0.00;
834165;0;12.95;3;;8050538341658;GEL INTIMO CALMANTE ITALICA P;6.28;Dermofarmacia;;;ITALICA PHARMA;0.00;
834167;1;19.95;3;;8050538341672;GEL HIDRATANTE ULTRA MATIFICANTE 30ML ITALICA P;9.49;Dermofarmacia;;;ITALICA PHARMA;0.00;
834168;0;9.95;3;;8050538341689;DERMO LIMPIADOR FISIOLÓGICO 400ML ITALICA P.;4.12;Dermofarmacia;;;;0.00;
834169;0;9.95;3;;8050538341696;DERMO LIMPIADOR ACTIVO 400 ML ITALICA P.;4.83;Dermofarmacia;;;ITALICA PHARMA;0.00;
834170;3;23.95;3;;8050538341849;CONTORNO OJOS BOLSAS Y OJERAS ITALICA P.;11.40;Dermofarmacia;;;ITALICA PHARMA;0.00;
834172;0;26.95;3;;8050538341726;FLUIDO FILLER 50ML ITALICA P.;13.08;Dermofarmacia;;;ITALICA PHARMA;0.00;
834173;0;23.95;3;;8050538341733;FLUIDO HIDRATANTE INTENSIVO 50ML ITALICA P.;11.14;Dermofarmacia;;;;0.00;
834174;0;10.95;3;;8050538341740;CREMA TALONES 75 ML ITALICA P.;5.21;Dermofarmacia;;;;0.00;
834175;0;26.95;3;;8050538341757;CREMA FILLER 50ML ITALICA P.;12.83;Dermofarmacia;;;ITALICA PHARMA;0.00;
